item,condition,sentence,target,alternative
ParkerAn_36_OBLIQUE_P,OBLIQUE_P,L'infirmièrequi a clairement appelé les médecins,was,were
ParkerAn_36_OBLIQUE_P,OBLIQUE_P,L'infirmièrequi a clairement appelé les médecins,était,étaient
ParkerAn_36_CORE_P,CORE_P,The nurse  called  the doctors clearly,was,were
ParkerAn_36_CORE_P,CORE_P,The nurse  called  the doctors clearly,était,étaient
ParkerAn_36_CORE_P,CORE_P,The nurse qui a appelé clairement les médecins,was,were
ParkerAn_36_CORE_P,CORE_P,The nurse qui a appelé clairement les médecins,était,étaient
ParkerAn_36_CORE_P,CORE_P,L'infirmière called  the doctors clearly,was,were
ParkerAn_36_CORE_P,CORE_P,L'infirmière called  the doctors clearly,était,étaient
ParkerAn_36_CORE_P,CORE_P,L'infirmièrequi a appelé clairement les médecins,was,were
ParkerAn_36_CORE_P,CORE_P,L'infirmièrequi a appelé clairement les médecins,était,étaient
ParkerAn_37_OBLIQUE_S,OBLIQUE_S,The boy  walked by the dog suddenly,was,were
ParkerAn_37_OBLIQUE_S,OBLIQUE_S,The boy  walked by the dog suddenly,était,étaient
ParkerAn_37_OBLIQUE_S,OBLIQUE_S,The boy qui marchait soudainement près du chien,was,were
ParkerAn_37_OBLIQUE_S,OBLIQUE_S,The boy qui marchait soudainement près du chien,était,étaient
ParkerAn_37_OBLIQUE_S,OBLIQUE_S,Le garçon walked by the dog suddenly,was,were
ParkerAn_37_OBLIQUE_S,OBLIQUE_S,Le garçon walked by the dog suddenly,était,étaient
ParkerAn_37_OBLIQUE_S,OBLIQUE_S,Le garçonqui marchait soudainement près du chien,was,were
ParkerAn_37_OBLIQUE_S,OBLIQUE_S,Le garçonqui marchait soudainement près du chien,était,étaient
ParkerAn_37_CORE_S,CORE_S,The boy  walked  the dog suddenly,was,were
ParkerAn_37_CORE_S,CORE_S,The boy  walked  the dog suddenly,était,étaient
ParkerAn_37_CORE_S,CORE_S,The boy qui a marché le chien soudainement,was,were
ParkerAn_37_CORE_S,CORE_S,The boy qui a marché le chien soudainement,était,étaient
ParkerAn_37_CORE_S,CORE_S,Le garçon walked  the dog suddenly,was,were
ParkerAn_37_CORE_S,CORE_S,Le garçon walked  the dog suddenly,était,étaient
ParkerAn_37_CORE_S,CORE_S,Le garçonqui a marché le chien soudainement,was,were
ParkerAn_37_CORE_S,CORE_S,Le garçonqui a marché le chien soudainement,était,étaient
ParkerAn_37_OBLIQUE_P,OBLIQUE_P,The boy  walked by the dogs suddenly,was,were
ParkerAn_37_OBLIQUE_P,OBLIQUE_P,The boy  walked by the dogs suddenly,était,étaient
ParkerAn_37_OBLIQUE_P,OBLIQUE_P,The boy qui a marché par les chiens soudainement,was,were
ParkerAn_37_OBLIQUE_P,OBLIQUE_P,The boy qui a marché par les chiens soudainement,était,étaient
ParkerAn_37_OBLIQUE_P,OBLIQUE_P,Le garçon walked by the dogs suddenly,was,were
ParkerAn_37_OBLIQUE_P,OBLIQUE_P,Le garçon walked by the dogs suddenly,était,étaient
ParkerAn_37_OBLIQUE_P,OBLIQUE_P,Le garçonqui a marché par les chiens soudainement,was,were
ParkerAn_37_OBLIQUE_P,OBLIQUE_P,Le garçonqui a marché par les chiens soudainement,était,étaient
ParkerAn_37_CORE_P,CORE_P,The boy  walked  the dogs suddenly,was,were
ParkerAn_37_CORE_P,CORE_P,The boy  walked  the dogs suddenly,était,étaient
ParkerAn_37_CORE_P,CORE_P,The boy qui a promu les chiens soudainement,was,were
ParkerAn_37_CORE_P,CORE_P,The boy qui a promu les chiens soudainement,était,étaient
ParkerAn_37_CORE_P,CORE_P,Le garçon walked  the dogs suddenly,was,were
ParkerAn_37_CORE_P,CORE_P,Le garçon walked  the dogs suddenly,était,étaient
ParkerAn_37_CORE_P,CORE_P,Le garçonqui a promu les chiens soudainement,was,were
ParkerAn_37_CORE_P,CORE_P,Le garçonqui a promu les chiens soudainement,était,étaient
ParkerAn_38_OBLIQUE_S,OBLIQUE_S,The athlete  ran in the race unsurprisingly,was,were
ParkerAn_38_OBLIQUE_S,OBLIQUE_S,The athlete  ran in the race unsurprisingly,était,étaient
ParkerAn_38_OBLIQUE_S,OBLIQUE_S,The athlete qui a couru dans la course sans surprise,was,were
ParkerAn_38_OBLIQUE_S,OBLIQUE_S,The athlete qui a couru dans la course sans surprise,était,étaient
ParkerAn_38_OBLIQUE_S,OBLIQUE_S,L'athlète ran in the race unsurprisingly,was,were
ParkerAn_38_OBLIQUE_S,OBLIQUE_S,L'athlète ran in the race unsurprisingly,était,étaient
ParkerAn_38_OBLIQUE_S,OBLIQUE_S,L'athlètequi a couru dans la course sans surprise,was,were
ParkerAn_38_OBLIQUE_S,OBLIQUE_S,L'athlètequi a couru dans la course sans surprise,était,étaient
ParkerAn_38_CORE_S,CORE_S,The athlete  ran  the race unsurprisingly,was,were
ParkerAn_38_CORE_S,CORE_S,The athlete  ran  the race unsurprisingly,était,étaient
ParkerAn_38_CORE_S,CORE_S,The athlete qui a couru la course sans surprise,was,were
ParkerAn_38_CORE_S,CORE_S,The athlete qui a couru la course sans surprise,était,étaient
ParkerAn_38_CORE_S,CORE_S,L'athlète ran  the race unsurprisingly,was,were
ParkerAn_38_CORE_S,CORE_S,L'athlète ran  the race unsurprisingly,était,étaient
ParkerAn_38_CORE_S,CORE_S,L'athlètequi a couru la course sans surprise,was,were
ParkerAn_38_CORE_S,CORE_S,L'athlètequi a couru la course sans surprise,était,étaient
ParkerAn_38_OBLIQUE_P,OBLIQUE_P,The athlete  ran in the races unsurprisingly,was,were
ParkerAn_38_OBLIQUE_P,OBLIQUE_P,The athlete  ran in the races unsurprisingly,était,étaient
ParkerAn_38_OBLIQUE_P,OBLIQUE_P,The athlete qui a couru dans les courses sans surprise,was,were
ParkerAn_38_OBLIQUE_P,OBLIQUE_P,The athlete qui a couru dans les courses sans surprise,était,étaient
ParkerAn_38_OBLIQUE_P,OBLIQUE_P,L'athlète ran in the races unsurprisingly,was,were
ParkerAn_38_OBLIQUE_P,OBLIQUE_P,L'athlète ran in the races unsurprisingly,était,étaient
ParkerAn_38_OBLIQUE_P,OBLIQUE_P,L'athlètequi a couru dans les courses sans surprise,was,were
ParkerAn_38_OBLIQUE_P,OBLIQUE_P,L'athlètequi a couru dans les courses sans surprise,était,étaient
ParkerAn_38_CORE_P,CORE_P,The athlete  ran  the races unsurprisingly,was,were
ParkerAn_38_CORE_P,CORE_P,The athlete  ran  the races unsurprisingly,était,étaient
ParkerAn_38_CORE_P,CORE_P,The athlete qui a couru les courses sans surprise,was,were
ParkerAn_38_CORE_P,CORE_P,The athlete qui a couru les courses sans surprise,était,étaient
ParkerAn_38_CORE_P,CORE_P,L'athlète ran  the races unsurprisingly,was,were
ParkerAn_38_CORE_P,CORE_P,L'athlète ran  the races unsurprisingly,était,étaient
ParkerAn_38_CORE_P,CORE_P,L'athlètequi a couru les courses sans surprise,was,were
ParkerAn_38_CORE_P,CORE_P,L'athlètequi a couru les courses sans surprise,était,étaient
ParkerAn_39_OBLIQUE_S,OBLIQUE_S,The fighter pilot  flew toward the plane definitely,was,were
ParkerAn_39_OBLIQUE_S,OBLIQUE_S,The fighter pilot  flew toward the plane definitely,était,étaient
ParkerAn_39_OBLIQUE_S,OBLIQUE_S,The fighter pilot qui a volé vers l'avion définitivement,was,were
ParkerAn_39_OBLIQUE_S,OBLIQUE_S,The fighter pilot qui a volé vers l'avion définitivement,était,étaient
ParkerAn_39_OBLIQUE_S,OBLIQUE_S,Le pilote de chasse flew toward the plane definitely,was,were
ParkerAn_39_OBLIQUE_S,OBLIQUE_S,Le pilote de chasse flew toward the plane definitely,était,étaient
ParkerAn_39_OBLIQUE_S,OBLIQUE_S,Le pilote de chassequi a volé vers l'avion définitivement,was,were
ParkerAn_39_OBLIQUE_S,OBLIQUE_S,Le pilote de chassequi a volé vers l'avion définitivement,était,étaient
ParkerAn_39_CORE_S,CORE_S,The fighter pilot  flew  the plane definitely,was,were
ParkerAn_39_CORE_S,CORE_S,The fighter pilot  flew  the plane definitely,était,étaient
ParkerAn_39_CORE_S,CORE_S,The fighter pilot qui a piloté l'avion définitivement,was,were
ParkerAn_39_CORE_S,CORE_S,The fighter pilot qui a piloté l'avion définitivement,était,étaient
ParkerAn_39_CORE_S,CORE_S,Le pilote de chasse flew  the plane definitely,was,were
ParkerAn_39_CORE_S,CORE_S,Le pilote de chasse flew  the plane definitely,était,étaient
ParkerAn_39_CORE_S,CORE_S,Le pilote de chassequi a piloté l'avion définitivement,was,were
ParkerAn_39_CORE_S,CORE_S,Le pilote de chassequi a piloté l'avion définitivement,était,étaient
ParkerAn_39_OBLIQUE_P,OBLIQUE_P,The fighter pilot  flew toward the planes definitely,was,were
ParkerAn_39_OBLIQUE_P,OBLIQUE_P,The fighter pilot  flew toward the planes definitely,était,étaient
ParkerAn_39_OBLIQUE_P,OBLIQUE_P,The fighter pilot qui a volé vers les avions définitivement,was,were
ParkerAn_39_OBLIQUE_P,OBLIQUE_P,The fighter pilot qui a volé vers les avions définitivement,était,étaient
ParkerAn_39_OBLIQUE_P,OBLIQUE_P,Le pilote de chasse flew toward the planes definitely,was,were
ParkerAn_39_OBLIQUE_P,OBLIQUE_P,Le pilote de chasse flew toward the planes definitely,était,étaient
ParkerAn_39_OBLIQUE_P,OBLIQUE_P,Le pilote de chassequi a volé vers les avions définitivement,was,were
ParkerAn_39_OBLIQUE_P,OBLIQUE_P,Le pilote de chassequi a volé vers les avions définitivement,était,étaient
ParkerAn_39_CORE_P,CORE_P,The fighter pilot  flew  the planes definitely,was,were
ParkerAn_39_CORE_P,CORE_P,The fighter pilot  flew  the planes definitely,était,étaient
ParkerAn_39_CORE_P,CORE_P,The fighter pilot qui a piloté les avions définitivement,was,were
ParkerAn_39_CORE_P,CORE_P,The fighter pilot qui a piloté les avions définitivement,était,étaient
ParkerAn_39_CORE_P,CORE_P,Le pilote de chasse flew  the planes definitely,was,were
ParkerAn_39_CORE_P,CORE_P,Le pilote de chasse flew  the planes definitely,était,étaient
ParkerAn_39_CORE_P,CORE_P,Le pilote de chassequi a piloté les avions définitivement,was,were
ParkerAn_39_CORE_P,CORE_P,Le pilote de chassequi a piloté les avions définitivement,était,étaient
ParkerAn_40_OBLIQUE_S,OBLIQUE_S,The child  drew on the picture apparently,was,were
ParkerAn_40_OBLIQUE_S,OBLIQUE_S,The child  drew on the picture apparently,était,étaient
ParkerAn_40_OBLIQUE_S,OBLIQUE_S,The child qui a dessiné sur l'image apparemment,was,were
ParkerAn_40_OBLIQUE_S,OBLIQUE_S,The child qui a dessiné sur l'image apparemment,était,étaient
ParkerAn_40_OBLIQUE_S,OBLIQUE_S,L'enfant drew on the picture apparently,was,were
ParkerAn_40_OBLIQUE_S,OBLIQUE_S,L'enfant drew on the picture apparently,était,étaient
ParkerAn_40_OBLIQUE_S,OBLIQUE_S,L'enfantqui a dessiné sur l'image apparemment,was,were
ParkerAn_40_OBLIQUE_S,OBLIQUE_S,L'enfantqui a dessiné sur l'image apparemment,était,étaient
ParkerAn_40_CORE_S,CORE_S,The child  drew  the picture apparently,was,were
ParkerAn_40_CORE_S,CORE_S,The child  drew  the picture apparently,était,étaient
ParkerAn_40_CORE_S,CORE_S,The child qui a dessiné la photo apparemment,was,were
ParkerAn_40_CORE_S,CORE_S,The child qui a dessiné la photo apparemment,était,étaient
ParkerAn_40_CORE_S,CORE_S,L'enfant drew  the picture apparently,was,were
ParkerAn_40_CORE_S,CORE_S,L'enfant drew  the picture apparently,était,étaient
ParkerAn_40_CORE_S,CORE_S,L'enfantqui a dessiné la photo apparemment,was,were
ParkerAn_40_CORE_S,CORE_S,L'enfantqui a dessiné la photo apparemment,était,étaient
ParkerAn_40_OBLIQUE_P,OBLIQUE_P,The child  drew on the pictures apparently,was,were
ParkerAn_40_OBLIQUE_P,OBLIQUE_P,The child  drew on the pictures apparently,était,étaient
ParkerAn_40_OBLIQUE_P,OBLIQUE_P,The child qui a dessiné sur les images apparemment,was,were
ParkerAn_40_OBLIQUE_P,OBLIQUE_P,The child qui a dessiné sur les images apparemment,était,étaient
ParkerAn_40_OBLIQUE_P,OBLIQUE_P,L'enfant drew on the pictures apparently,was,were
ParkerAn_40_OBLIQUE_P,OBLIQUE_P,L'enfant drew on the pictures apparently,était,étaient
ParkerAn_40_OBLIQUE_P,OBLIQUE_P,L'enfantqui a dessiné sur les images apparemment,was,were
ParkerAn_40_OBLIQUE_P,OBLIQUE_P,L'enfantqui a dessiné sur les images apparemment,était,étaient
ParkerAn_40_CORE_P,CORE_P,The child  drew  the pictures apparently,was,were
ParkerAn_40_CORE_P,CORE_P,The child  drew  the pictures apparently,était,étaient
ParkerAn_40_CORE_P,CORE_P,The child qui a dessiné les images apparemment,was,were
ParkerAn_40_CORE_P,CORE_P,The child qui a dessiné les images apparemment,était,étaient
ParkerAn_40_CORE_P,CORE_P,L'enfant drew  the pictures apparently,was,were
ParkerAn_40_CORE_P,CORE_P,L'enfant drew  the pictures apparently,était,étaient
ParkerAn_40_CORE_P,CORE_P,L'enfantqui a dessiné les images apparemment,was,were
ParkerAn_40_CORE_P,CORE_P,L'enfantqui a dessiné les images apparemment,était,étaient
ParkerAn_41_OBLIQUE_S,OBLIQUE_S,The researcher  wrote about the article clearly,was,were
ParkerAn_41_OBLIQUE_S,OBLIQUE_S,The researcher  wrote about the article clearly,était,étaient
ParkerAn_41_OBLIQUE_S,OBLIQUE_S,The researcher qui a écrit clairement sur l'article,was,were
ParkerAn_41_OBLIQUE_S,OBLIQUE_S,The researcher qui a écrit clairement sur l'article,était,étaient
ParkerAn_41_OBLIQUE_S,OBLIQUE_S,Le chercheur wrote about the article clearly,was,were
ParkerAn_41_OBLIQUE_S,OBLIQUE_S,Le chercheur wrote about the article clearly,était,étaient
ParkerAn_41_OBLIQUE_S,OBLIQUE_S,Le chercheurqui a écrit clairement sur l'article,was,were
ParkerAn_41_OBLIQUE_S,OBLIQUE_S,Le chercheurqui a écrit clairement sur l'article,était,étaient
ParkerAn_41_CORE_S,CORE_S,The researcher  wrote  the article clearly,was,were
ParkerAn_41_CORE_S,CORE_S,The researcher  wrote  the article clearly,était,étaient
ParkerAn_41_CORE_S,CORE_S,The researcher qui a écrit l'article clairement,was,were
ParkerAn_41_CORE_S,CORE_S,The researcher qui a écrit l'article clairement,était,étaient
ParkerAn_41_CORE_S,CORE_S,Le chercheur wrote  the article clearly,was,were
ParkerAn_41_CORE_S,CORE_S,Le chercheur wrote  the article clearly,était,étaient
ParkerAn_41_CORE_S,CORE_S,Le chercheurqui a écrit l'article clairement,was,were
ParkerAn_41_CORE_S,CORE_S,Le chercheurqui a écrit l'article clairement,était,étaient
ParkerAn_41_OBLIQUE_P,OBLIQUE_P,The researcher  wrote about the articles clearly,was,were
ParkerAn_41_OBLIQUE_P,OBLIQUE_P,The researcher  wrote about the articles clearly,était,étaient
ParkerAn_41_OBLIQUE_P,OBLIQUE_P,The researcher qui a écrit clairement sur les articles,was,were
ParkerAn_41_OBLIQUE_P,OBLIQUE_P,The researcher qui a écrit clairement sur les articles,était,étaient
ParkerAn_41_OBLIQUE_P,OBLIQUE_P,Le chercheur wrote about the articles clearly,was,were
ParkerAn_41_OBLIQUE_P,OBLIQUE_P,Le chercheur wrote about the articles clearly,était,étaient
ParkerAn_41_OBLIQUE_P,OBLIQUE_P,Le chercheurqui a écrit clairement sur les articles,was,were
ParkerAn_41_OBLIQUE_P,OBLIQUE_P,Le chercheurqui a écrit clairement sur les articles,était,étaient
ParkerAn_41_CORE_P,CORE_P,The researcher  wrote  the articles clearly,was,were
ParkerAn_41_CORE_P,CORE_P,The researcher  wrote  the articles clearly,était,étaient
ParkerAn_41_CORE_P,CORE_P,The researcher qui a écrit les articles clairement,was,were
ParkerAn_41_CORE_P,CORE_P,The researcher qui a écrit les articles clairement,était,étaient
ParkerAn_41_CORE_P,CORE_P,Le chercheur wrote  the articles clearly,was,were
ParkerAn_41_CORE_P,CORE_P,Le chercheur wrote  the articles clearly,était,étaient
ParkerAn_41_CORE_P,CORE_P,Le chercheurqui a écrit les articles clairement,was,were
ParkerAn_41_CORE_P,CORE_P,Le chercheurqui a écrit les articles clairement,était,étaient
ParkerAn_42_OBLIQUE_S,OBLIQUE_S,The child  climbed on the tree naturally,was,were
ParkerAn_42_OBLIQUE_S,OBLIQUE_S,The child  climbed on the tree naturally,était,étaient
ParkerAn_42_OBLIQUE_S,OBLIQUE_S,The child qui a grimpé naturellement sur l'arbre,was,were
ParkerAn_42_OBLIQUE_S,OBLIQUE_S,The child qui a grimpé naturellement sur l'arbre,était,étaient
ParkerAn_42_OBLIQUE_S,OBLIQUE_S,L'enfant climbed on the tree naturally,was,were
ParkerAn_42_OBLIQUE_S,OBLIQUE_S,L'enfant climbed on the tree naturally,était,étaient
ParkerAn_42_OBLIQUE_S,OBLIQUE_S,L'enfantqui a grimpé naturellement sur l'arbre,was,were
ParkerAn_42_OBLIQUE_S,OBLIQUE_S,L'enfantqui a grimpé naturellement sur l'arbre,était,étaient
ParkerAn_42_CORE_S,CORE_S,The child  climbed  the tree naturally,was,were
ParkerAn_42_CORE_S,CORE_S,The child  climbed  the tree naturally,était,étaient
ParkerAn_42_CORE_S,CORE_S,The child qui a grimpé naturellement dans l'arbre,was,were
ParkerAn_42_CORE_S,CORE_S,The child qui a grimpé naturellement dans l'arbre,était,étaient
ParkerAn_42_CORE_S,CORE_S,L'enfant climbed  the tree naturally,was,were
ParkerAn_42_CORE_S,CORE_S,L'enfant climbed  the tree naturally,était,étaient
ParkerAn_42_CORE_S,CORE_S,L'enfantqui a grimpé naturellement dans l'arbre,was,were
ParkerAn_42_CORE_S,CORE_S,L'enfantqui a grimpé naturellement dans l'arbre,était,étaient
ParkerAn_42_OBLIQUE_P,OBLIQUE_P,The child  climbed on the trees naturally,was,were
ParkerAn_42_OBLIQUE_P,OBLIQUE_P,The child  climbed on the trees naturally,était,étaient
ParkerAn_42_OBLIQUE_P,OBLIQUE_P,The child qui grimpait naturellement sur les arbres,was,were
ParkerAn_42_OBLIQUE_P,OBLIQUE_P,The child qui grimpait naturellement sur les arbres,était,étaient
ParkerAn_42_OBLIQUE_P,OBLIQUE_P,L'enfant climbed on the trees naturally,was,were
ParkerAn_42_OBLIQUE_P,OBLIQUE_P,L'enfant climbed on the trees naturally,était,étaient
ParkerAn_42_OBLIQUE_P,OBLIQUE_P,L'enfantqui grimpait naturellement sur les arbres,was,were
ParkerAn_42_OBLIQUE_P,OBLIQUE_P,L'enfantqui grimpait naturellement sur les arbres,était,étaient
ParkerAn_42_CORE_P,CORE_P,The child  climbed  the trees naturally,was,were
ParkerAn_42_CORE_P,CORE_P,The child  climbed  the trees naturally,était,étaient
ParkerAn_42_CORE_P,CORE_P,The child qui a grimpé aux arbres naturellement,was,were
ParkerAn_42_CORE_P,CORE_P,The child qui a grimpé aux arbres naturellement,était,étaient
ParkerAn_42_CORE_P,CORE_P,L'enfant climbed  the trees naturally,was,were
ParkerAn_42_CORE_P,CORE_P,L'enfant climbed  the trees naturally,était,étaient
ParkerAn_42_CORE_P,CORE_P,L'enfantqui a grimpé aux arbres naturellement,was,were
ParkerAn_42_CORE_P,CORE_P,L'enfantqui a grimpé aux arbres naturellement,était,étaient
ParkerAn_43_OBLIQUE_S,OBLIQUE_S,The actor  read about the script apparently,was,were
ParkerAn_43_OBLIQUE_S,OBLIQUE_S,The actor  read about the script apparently,était,étaient
ParkerAn_43_OBLIQUE_S,OBLIQUE_S,The actor qui a lu le script apparemment,was,were
ParkerAn_43_OBLIQUE_S,OBLIQUE_S,The actor qui a lu le script apparemment,était,étaient
ParkerAn_43_OBLIQUE_S,OBLIQUE_S,L'acteur read about the script apparently,was,were
ParkerAn_43_OBLIQUE_S,OBLIQUE_S,L'acteur read about the script apparently,était,étaient
ParkerAn_43_OBLIQUE_S,OBLIQUE_S,L'acteurqui a lu le script apparemment,was,were
ParkerAn_43_OBLIQUE_S,OBLIQUE_S,L'acteurqui a lu le script apparemment,était,étaient
ParkerAn_43_CORE_S,CORE_S,The actor  read  the script apparently,was,were
ParkerAn_43_CORE_S,CORE_S,The actor  read  the script apparently,était,étaient
ParkerAn_43_CORE_S,CORE_S,The actor qui a lu le script apparemment,was,were
ParkerAn_43_CORE_S,CORE_S,The actor qui a lu le script apparemment,était,étaient
ParkerAn_43_CORE_S,CORE_S,L'acteur read  the script apparently,was,were
ParkerAn_43_CORE_S,CORE_S,L'acteur read  the script apparently,était,étaient
ParkerAn_43_CORE_S,CORE_S,L'acteurqui a lu le script apparemment,was,were
ParkerAn_43_CORE_S,CORE_S,L'acteurqui a lu le script apparemment,était,étaient
ParkerAn_43_OBLIQUE_P,OBLIQUE_P,The actor  read about the scripts apparently,was,were
ParkerAn_43_OBLIQUE_P,OBLIQUE_P,The actor  read about the scripts apparently,était,étaient
ParkerAn_43_OBLIQUE_P,OBLIQUE_P,The actor qui a lu les scripts apparemment,was,were
ParkerAn_43_OBLIQUE_P,OBLIQUE_P,The actor qui a lu les scripts apparemment,était,étaient
ParkerAn_43_OBLIQUE_P,OBLIQUE_P,L'acteur read about the scripts apparently,was,were
ParkerAn_43_OBLIQUE_P,OBLIQUE_P,L'acteur read about the scripts apparently,était,étaient
ParkerAn_43_OBLIQUE_P,OBLIQUE_P,L'acteurqui a lu les scripts apparemment,was,were
ParkerAn_43_OBLIQUE_P,OBLIQUE_P,L'acteurqui a lu les scripts apparemment,était,étaient
ParkerAn_43_CORE_P,CORE_P,The actor  read  the scripts apparently,was,were
ParkerAn_43_CORE_P,CORE_P,The actor  read  the scripts apparently,était,étaient
ParkerAn_43_CORE_P,CORE_P,The actor qui a lu les scripts apparemment,was,were
ParkerAn_43_CORE_P,CORE_P,The actor qui a lu les scripts apparemment,était,étaient
ParkerAn_43_CORE_P,CORE_P,L'acteur read  the scripts apparently,was,were
ParkerAn_43_CORE_P,CORE_P,L'acteur read  the scripts apparently,était,étaient
ParkerAn_43_CORE_P,CORE_P,L'acteurqui a lu les scripts apparemment,was,were
ParkerAn_43_CORE_P,CORE_P,L'acteurqui a lu les scripts apparemment,était,étaient
ParkerAn_44_OBLIQUE_S,OBLIQUE_S,The dancer  learned about the move clearly,was,were
ParkerAn_44_OBLIQUE_S,OBLIQUE_S,The dancer  learned about the move clearly,était,étaient
ParkerAn_44_OBLIQUE_S,OBLIQUE_S,The dancer qui a appris clairement le déménagement,was,were
ParkerAn_44_OBLIQUE_S,OBLIQUE_S,The dancer qui a appris clairement le déménagement,était,étaient
ParkerAn_44_OBLIQUE_S,OBLIQUE_S,Le danceur learned about the move clearly,was,were
ParkerAn_44_OBLIQUE_S,OBLIQUE_S,Le danceur learned about the move clearly,était,étaient
ParkerAn_44_OBLIQUE_S,OBLIQUE_S,Le danceurqui a appris clairement le déménagement,was,were
ParkerAn_44_OBLIQUE_S,OBLIQUE_S,Le danceurqui a appris clairement le déménagement,était,étaient
ParkerAn_44_CORE_S,CORE_S,The dancer  learned  the move clearly,was,were
ParkerAn_44_CORE_S,CORE_S,The dancer  learned  the move clearly,était,étaient
ParkerAn_44_CORE_S,CORE_S,The dancer qui a appris le mouvement clairement,was,were
ParkerAn_44_CORE_S,CORE_S,The dancer qui a appris le mouvement clairement,était,étaient
ParkerAn_44_CORE_S,CORE_S,Le danceur learned  the move clearly,was,were
ParkerAn_44_CORE_S,CORE_S,Le danceur learned  the move clearly,était,étaient
ParkerAn_44_CORE_S,CORE_S,Le danceurqui a appris le mouvement clairement,was,were
ParkerAn_44_CORE_S,CORE_S,Le danceurqui a appris le mouvement clairement,était,étaient
ParkerAn_44_OBLIQUE_P,OBLIQUE_P,The dancer  learned about the moves clearly,was,were
ParkerAn_44_OBLIQUE_P,OBLIQUE_P,The dancer  learned about the moves clearly,était,étaient
ParkerAn_44_OBLIQUE_P,OBLIQUE_P,The dancer qui a appris clairement les mouvements,was,were
ParkerAn_44_OBLIQUE_P,OBLIQUE_P,The dancer qui a appris clairement les mouvements,était,étaient
ParkerAn_44_OBLIQUE_P,OBLIQUE_P,Le danceur learned about the moves clearly,was,were
ParkerAn_44_OBLIQUE_P,OBLIQUE_P,Le danceur learned about the moves clearly,était,étaient
ParkerAn_44_OBLIQUE_P,OBLIQUE_P,Le danceurqui a appris clairement les mouvements,was,were
ParkerAn_44_OBLIQUE_P,OBLIQUE_P,Le danceurqui a appris clairement les mouvements,était,étaient
ParkerAn_44_CORE_P,CORE_P,The dancer  learned  the moves clearly,was,were
ParkerAn_44_CORE_P,CORE_P,The dancer  learned  the moves clearly,était,étaient
ParkerAn_44_CORE_P,CORE_P,The dancer qui a appris les mouvements clairement,was,were
ParkerAn_44_CORE_P,CORE_P,The dancer qui a appris les mouvements clairement,était,étaient
ParkerAn_44_CORE_P,CORE_P,Le danceur learned  the moves clearly,was,were
ParkerAn_44_CORE_P,CORE_P,Le danceur learned  the moves clearly,était,étaient
ParkerAn_44_CORE_P,CORE_P,Le danceurqui a appris les mouvements clairement,was,were
ParkerAn_44_CORE_P,CORE_P,Le danceurqui a appris les mouvements clairement,était,étaient
ParkerAn_45_OBLIQUE_S,OBLIQUE_S,The reporter  met with the candidate definitely,was,were
ParkerAn_45_OBLIQUE_S,OBLIQUE_S,The reporter  met with the candidate definitely,était,étaient
ParkerAn_45_OBLIQUE_S,OBLIQUE_S,The reporter qui a rencontré le candidat définitivement,was,were
ParkerAn_45_OBLIQUE_S,OBLIQUE_S,The reporter qui a rencontré le candidat définitivement,était,étaient
ParkerAn_45_OBLIQUE_S,OBLIQUE_S,Le journaliste met with the candidate definitely,was,were
ParkerAn_45_OBLIQUE_S,OBLIQUE_S,Le journaliste met with the candidate definitely,était,étaient
ParkerAn_45_OBLIQUE_S,OBLIQUE_S,Le journalistequi a rencontré le candidat définitivement,was,were
ParkerAn_45_OBLIQUE_S,OBLIQUE_S,Le journalistequi a rencontré le candidat définitivement,était,étaient
ParkerAn_45_CORE_S,CORE_S,The reporter  met  the candidate definitely,was,were
ParkerAn_45_CORE_S,CORE_S,The reporter  met  the candidate definitely,était,étaient
ParkerAn_45_CORE_S,CORE_S,The reporter qui a rencontré le candidat définitivement,was,were
ParkerAn_45_CORE_S,CORE_S,The reporter qui a rencontré le candidat définitivement,était,étaient
ParkerAn_45_CORE_S,CORE_S,Le journaliste met  the candidate definitely,was,were
ParkerAn_45_CORE_S,CORE_S,Le journaliste met  the candidate definitely,était,étaient
ParkerAn_45_CORE_S,CORE_S,Le journalistequi a rencontré le candidat définitivement,was,were
ParkerAn_45_CORE_S,CORE_S,Le journalistequi a rencontré le candidat définitivement,était,étaient
ParkerAn_45_OBLIQUE_P,OBLIQUE_P,The reporter  met with the candidates definitely,was,were
ParkerAn_45_OBLIQUE_P,OBLIQUE_P,The reporter  met with the candidates definitely,était,étaient
ParkerAn_45_OBLIQUE_P,OBLIQUE_P,The reporter qui a rencontré les candidats définitivement,was,were
ParkerAn_45_OBLIQUE_P,OBLIQUE_P,The reporter qui a rencontré les candidats définitivement,était,étaient
ParkerAn_45_OBLIQUE_P,OBLIQUE_P,Le journaliste met with the candidates definitely,was,were
ParkerAn_45_OBLIQUE_P,OBLIQUE_P,Le journaliste met with the candidates definitely,était,étaient
ParkerAn_45_OBLIQUE_P,OBLIQUE_P,Le journalistequi a rencontré les candidats définitivement,was,were
ParkerAn_45_OBLIQUE_P,OBLIQUE_P,Le journalistequi a rencontré les candidats définitivement,était,étaient
ParkerAn_45_CORE_P,CORE_P,The reporter  met  the candidates definitely,was,were
ParkerAn_45_CORE_P,CORE_P,The reporter  met  the candidates definitely,était,étaient
ParkerAn_45_CORE_P,CORE_P,The reporter qui a rencontré les candidats définitivement,was,were
